date,unit_sales,day_of_week,day_number,month,year,is_weekend,rolling_7d,zscore,is_outlier
2013-02-28,316.0,Thursday,3,2,2013,False,412.42857142857144,-0.9351012044766728,False
2013-03-01,305.0,Friday,4,3,2013,False,429.42857142857144,-0.9986052285075213,False
2013-03-02,627.0,Saturday,5,3,2013,True,448.0,0.860330747668225,False
2013-03-03,853.0,Sunday,6,3,2013,True,497.14285714285717,2.165049786847476,False
2013-03-04,554.0,Monday,0,3,2013,False,513.2857142857143,0.4388949518271397,False
2013-03-05,487.0,Tuesday,1,3,2013,False,504.2857142857143,0.05209771454833536,False
2013-03-06,458.0,Wednesday,2,3,2013,False,514.2857142857143,-0.11532198516935607,False
2013-03-07,566.0,Thursday,3,3,2013,False,550.0,0.5081720689517017,False
2013-03-08,361.0,Friday,4,3,2013,False,558.0,-0.6753120152595654,False
2013-03-09,549.0,Saturday,5,3,2013,True,546.8571428571429,0.4100294863585722,False
2013-03-10,591.0,Sunday,6,3,2013,True,509.42857142857144,0.6524993962945391,False
2013-03-11,296.0,Monday,0,3,2013,False,472.57142857142856,-1.0505630663509427,False
2013-03-12,213.0,Tuesday,1,3,2013,False,433.42857142857144,-1.5297297931291631,False
2013-03-13,620.0,Wednesday,2,3,2013,False,456.57142857142856,0.8199190960122306,False
2013-03-14,388.0,Thursday,3,3,2013,False,431.14285714285717,-0.519438501729301,False
2013-03-15,240.0,Friday,4,3,2013,False,413.85714285714283,-1.3738562795988987,False
2013-03-16,779.0,Saturday,5,3,2013,True,446.7142857142857,1.7378408979126767,False
2013-03-17,695.0,Sunday,6,3,2013,True,461.57142857142856,1.252901078040743,False
2013-03-18,465.0,Monday,0,3,2013,False,485.7142857142857,-0.0749103335133616,False
2013-03-19,418.0,Tuesday,1,3,2013,False,515.0,-0.346245708917896,False
2013-03-20,522.0,Wednesday,2,3,2013,False,501.0,0.2541559728283078,False
2013-03-21,241.0,Thursday,3,3,2013,False,480.0,-1.3680831865051852,False
2013-03-22,353.0,Friday,4,3,2013,False,496.14285714285717,-0.7214967600092733,False
2013-03-23,544.0,Saturday,5,3,2013,True,462.57142857142856,0.38116402089000473,False
2013-03-24,529.0,Sunday,6,3,2013,True,438.85714285714283,0.2945676244843023,False
2013-03-25,413.0,Monday,0,3,2013,False,431.42857142857144,-0.37511117438646346,False
2013-03-26,300.0,Tuesday,1,3,2013,False,414.57142857142856,-1.0274706939760887,False
2013-03-27,353.0,Wednesday,2,3,2013,False,390.42857142857144,-0.7214967600092733,False
2013-03-28,594.0,Thursday,3,3,2013,False,440.85714285714283,0.6698186755756796,False
2013-03-29,575.0,Friday,4,3,2013,False,472.57142857142856,0.5601299067951232,False
2013-03-30,577.0,Saturday,5,3,2013,True,477.2857142857143,0.5716760929825502,False
2013-03-31,643.0,Sunday,6,3,2013,True,493.57142857142856,0.9527002371676411,False
2013-04-01,431.0,Monday,0,4,2013,False,496.14285714285717,-0.2711954986996205,False
2013-04-02,527.0,Tuesday,1,4,2013,False,528.5714285714286,0.28302143829687526,False
2013-04-03,463.0,Wednesday,2,4,2013,False,544.2857142857143,-0.08645651970078859,False
2013-04-04,305.0,Thursday,3,4,2013,False,503.0,-0.9986052285075213,False
2013-04-05,415.0,Friday,4,4,2013,False,480.14285714285717,-0.3635649881990365,False
2013-04-06,972.0,Saturday,5,4,2013,True,536.5714285714286,2.8520478649993817,False
2013-04-07,936.0,Sunday,6,4,2013,True,578.4285714285714,2.644216513625696,False
2013-04-08,369.0,Monday,0,4,2013,False,569.5714285714286,-0.6291272705098574,False
2013-04-09,458.0,Tuesday,1,4,2013,False,559.7142857142857,-0.11532198516935607,False
2013-04-10,386.0,Wednesday,2,4,2013,False,548.7142857142857,-0.5309846879167279,False
2013-04-11,235.0,Thursday,3,4,2013,False,538.7142857142857,-1.402721745067466,False
2013-04-12,358.0,Friday,4,4,2013,False,530.5714285714286,-0.6926312945407059,False
2013-04-13,789.0,Saturday,5,4,2013,True,504.42857142857144,1.7955718288498117,False
2013-04-14,506.0,Sunday,6,4,2013,True,443.0,0.1617864833288918,False
2013-04-15,413.0,Monday,0,4,2013,False,449.2857142857143,-0.37511117438646346,False
2013-04-16,372.0,Tuesday,1,4,2013,False,437.0,-0.6118079912287169,False
2013-04-17,400.0,Wednesday,2,4,2013,False,439.0,-0.450161384604739,False
2013-04-18,283.0,Thursday,3,4,2013,False,445.85714285714283,-1.1256132765692182,False
2013-04-19,376.0,Friday,4,4,2013,False,448.42857142857144,-0.5887156188538629,False
2013-04-20,647.0,Saturday,5,4,2013,True,428.14285714285717,0.975792609542495,False
2013-04-21,683.0,Sunday,6,4,2013,True,453.42857142857144,1.183623960916181,False
2013-04-22,408.0,Monday,0,4,2013,False,452.7142857142857,-0.40397663985503096,False
2013-04-23,400.0,Tuesday,1,4,2013,False,456.7142857142857,-0.450161384604739,False
2013-04-24,493.0,Wednesday,2,4,2013,False,470.0,0.08673627311061635,False
2013-04-25,219.0,Thursday,3,4,2013,False,460.85714285714283,-1.495091234566882,False
2013-04-26,491.0,Friday,4,4,2013,False,477.2857142857143,0.07519008692318935,False
2013-04-27,755.0,Saturday,5,4,2013,True,492.7142857142857,1.5992866636635528,False
2013-04-28,719.0,Sunday,6,4,2013,True,497.85714285714283,1.391455312289867,False
2013-04-29,411.0,Monday,0,4,2013,False,498.2857142857143,-0.3866573605738905,False
2013-04-30,369.0,Tuesday,1,4,2013,False,493.85714285714283,-0.6291272705098574,False
2013-05-01,705.0,Wednesday,2,5,2013,False,524.1428571428571,1.310632008977878,False
2013-05-02,327.0,Thursday,3,5,2013,False,539.5714285714286,-0.8715971804458243,False
2013-05-03,350.0,Friday,4,5,2013,False,519.4285714285714,-0.7388160392904138,False
2013-05-04,774.0,Saturday,5,5,2013,True,522.1428571428571,1.7089754324441093,False
2013-05-05,715.0,Sunday,6,5,2013,True,521.5714285714286,1.368362939915013,False
2013-05-06,416.0,Monday,0,5,2013,False,522.2857142857143,-0.357791895105323,False
2013-05-07,351.0,Tuesday,1,5,2013,False,519.7142857142857,-0.7330429461967004,False
2013-05-08,418.0,Wednesday,2,5,2013,False,478.7142857142857,-0.346245708917896,False
2013-05-09,323.0,Thursday,3,5,2013,False,478.14285714285717,-0.8946895528206783,False
2013-05-10,318.0,Friday,4,5,2013,False,473.57142857142856,-0.9235550182892458,False
2013-05-11,666.0,Saturday,5,5,2013,True,458.14285714285717,1.0854813783230515,False
2013-05-12,548.0,Sunday,6,5,2013,True,434.2857142857143,0.40425639326485874,False
2013-05-13,331.0,Monday,0,5,2013,False,422.14285714285717,-0.8485048080709703,False
2013-05-14,409.0,Tuesday,1,5,2013,False,430.42857142857144,-0.3982035467613175,False
2013-05-15,471.0,Wednesday,2,5,2013,False,438.0,-0.040271774951080606,False
2013-05-16,252.0,Thursday,3,5,2013,False,427.85714285714283,-1.3045791624743366,False
2013-05-17,423.0,Friday,4,5,2013,False,442.85714285714283,-0.3173802434493285,False
2013-05-18,600.0,Saturday,5,5,2013,True,433.42857142857144,0.7044572341379607,False
2013-05-19,758.0,Sunday,6,5,2013,True,463.42857142857144,1.6166059429446933,False
2013-05-20,399.0,Monday,0,5,2013,False,473.14285714285717,-0.45593447769845247,False
2013-05-21,444.0,Tuesday,1,5,2013,False,478.14285714285717,-0.19614528848134505,False
2013-05-22,455.0,Wednesday,2,5,2013,False,475.85714285714283,-0.13264126445049657,False
2013-05-23,372.0,Thursday,3,5,2013,False,493.0,-0.6118079912287169,False
2013-05-24,532.0,Friday,4,5,2013,False,508.57142857142856,0.31188690376544276,False
2013-05-25,392.0,Saturday,5,5,2013,True,478.85714285714283,-0.49634612935444694,False
2013-05-26,532.0,Sunday,6,5,2013,True,446.57142857142856,0.31188690376544276,False
2013-05-27,291.0,Monday,0,5,2013,False,431.14285714285717,-1.0794285318195103,False
2013-05-28,293.0,Tuesday,1,5,2013,False,409.57142857142856,-1.0678823456320832,False
2013-05-29,420.0,Wednesday,2,5,2013,False,404.57142857142856,-0.334699522730469,False
2013-05-30,271.0,Thursday,3,5,2013,False,390.14285714285717,-1.1948903936937803,False
2013-05-31,488.0,Friday,4,5,2013,False,383.85714285714283,0.05787080764204886,False
2013-06-01,777.0,Saturday,5,6,2013,True,438.85714285714283,1.7262947117252498,False
2013-06-02,656.0,Sunday,6,6,2013,True,456.57142857142856,1.0277504473859165,False
2013-06-03,462.0,Monday,0,6,2013,False,481.0,-0.09222961279450209,False
2013-06-04,370.0,Tuesday,1,6,2013,False,492.0,-0.6233541774161439,False
2013-06-05,459.0,Wednesday,2,6,2013,False,497.57142857142856,-0.10954889207564258,False
2013-06-06,280.0,Thursday,3,6,2013,False,498.85714285714283,-1.1429325558503587,False
2013-06-07,466.0,Friday,4,6,2013,False,495.7142857142857,-0.0691372404196481,False
2013-06-08,904.0,Saturday,5,6,2013,True,513.8571428571429,2.459477534626864,False
2013-06-09,794.0,Sunday,6,6,2013,True,533.5714285714286,1.8244372943183793,False
2013-06-10,511.0,Monday,0,6,2013,False,540.5714285714286,0.1906519487974593,False
2013-06-11,305.0,Tuesday,1,6,2013,False,531.2857142857143,-0.9986052285075213,False
2013-06-12,475.0,Wednesday,2,6,2013,False,533.5714285714286,-0.017179402576226615,False
2013-06-13,406.0,Thursday,3,6,2013,False,551.5714285714286,-0.415522826042458,False
2013-06-14,470.0,Friday,4,6,2013,False,552.1428571428571,-0.0460448680447941,False
2013-06-15,747.0,Saturday,5,6,2013,True,529.7142857142857,1.5531019189138449,False
2013-06-16,481.0,Sunday,6,6,2013,True,485.0,0.017459155986054374,False
2013-06-17,424.0,Monday,0,6,2013,False,472.57142857142856,-0.31160715035561504,False
2013-06-18,560.0,Tuesday,1,6,2013,False,509.0,0.4735335103894207,False
2013-06-19,361.0,Wednesday,2,6,2013,False,492.7142857142857,-0.6753120152595654,False
2013-06-20,335.0,Thursday,3,6,2013,False,482.57142857142856,-0.8254124356961163,False
2013-06-21,473.0,Friday,4,6,2013,False,483.0,-0.02872558876365361,False
2013-06-22,502.0,Saturday,5,6,2013,True,448.0,0.13869411095403783,False
2013-06-23,770.0,Sunday,6,6,2013,True,489.2857142857143,1.6858830600692554,False
2013-06-24,484.0,Monday,0,6,2013,False,497.85714285714283,0.03477843526719487,False
2013-06-25,345.0,Tuesday,1,6,2013,False,467.14285714285717,-0.7676815047589813,False
2013-06-26,555.0,Wednesday,2,6,2013,False,494.85714285714283,0.4446680449208532,False
2013-06-27,352.0,Thursday,3,6,2013,False,497.2857142857143,-0.7272698531029869,False
2013-06-28,374.0,Friday,4,6,2013,False,483.14285714285717,-0.6002618050412899,False
2013-06-29,489.0,Saturday,5,6,2013,True,481.2857142857143,0.06364390073576236,False
2013-06-30,669.0,Sunday,6,6,2013,True,466.85714285714283,1.102800657604192,False
2013-07-01,422.0,Monday,0,7,2013,False,458.0,-0.323153336543042,False
2013-07-02,421.0,Tuesday,1,7,2013,False,468.85714285714283,-0.3289264296367555,False
2013-07-03,510.0,Wednesday,2,7,2013,False,462.42857142857144,0.18487885570374582,False
2013-07-04,463.0,Thursday,3,7,2013,False,478.2857142857143,-0.08645651970078859,False
2013-07-05,439.0,Friday,4,7,2013,False,487.57142857142856,-0.22501075394991255,False
2013-07-06,590.0,Saturday,5,7,2013,True,502.0,0.6467263032008257,False
2013-07-07,665.0,Sunday,6,7,2013,True,501.42857142857144,1.079708285229338,False
2013-07-08,265.0,Monday,0,7,2013,False,479.0,-1.2295289522560613,False
2013-07-09,393.0,Tuesday,1,7,2013,False,475.0,-0.49057303626073345,False
2013-07-10,550.0,Wednesday,2,7,2013,False,480.7142857142857,0.4158025794522857,False
2013-07-11,262.0,Thursday,3,7,2013,False,452.0,-1.2468482315372016,False
2013-07-12,397.0,Friday,4,7,2013,False,446.0,-0.46748066388587944,False
2013-07-13,466.0,Saturday,5,7,2013,True,428.2857142857143,-0.0691372404196481,False
2013-07-14,449.0,Sunday,6,7,2013,True,397.42857142857144,-0.16727982301277755,False
2013-07-15,484.0,Monday,0,7,2013,False,428.7142857142857,0.03477843526719487,False
2013-07-16,443.0,Tuesday,1,7,2013,False,435.85714285714283,-0.20191838157505854,False
2013-07-17,469.0,Wednesday,2,7,2013,False,424.2857142857143,-0.051817961138507604,False
2013-07-18,292.0,Thursday,3,7,2013,False,428.57142857142856,-1.0736554387257968,False
2013-07-19,278.0,Friday,4,7,2013,False,411.57142857142856,-1.1544787420377858,False
2013-07-20,605.0,Saturday,5,7,2013,True,431.42857142857144,0.7333226996065281,False
2013-07-21,817.0,Sunday,6,7,2013,True,484.0,1.9572184354737896,False
2013-07-22,295.0,Monday,0,7,2013,False,457.0,-1.0563361594446563,False
2013-07-23,470.0,Tuesday,1,7,2013,False,460.85714285714283,-0.0460448680447941,False
2013-07-24,431.0,Wednesday,2,7,2013,False,455.42857142857144,-0.2711954986996205,False
2013-07-25,282.0,Thursday,3,7,2013,False,454.0,-1.1313863696629318,False
2013-07-26,596.0,Friday,4,7,2013,False,499.42857142857144,0.6813648617631066,False
2013-07-27,548.0,Saturday,5,7,2013,True,491.2857142857143,0.40425639326485874,False
2013-07-28,700.0,Sunday,6,7,2013,True,474.57142857142856,1.2817665435093104,False
2013-07-29,414.0,Monday,0,7,2013,False,491.57142857142856,-0.36933808129275,False
2013-07-30,353.0,Tuesday,1,7,2013,False,474.85714285714283,-0.7214967600092733,False
2013-07-31,570.0,Wednesday,2,7,2013,False,494.7142857142857,0.5312644413265557,False
2013-08-01,462.0,Thursday,3,8,2013,False,520.4285714285714,-0.09222961279450209,False
2013-08-02,464.0,Friday,4,8,2013,False,501.57142857142856,-0.08068342660707509,False
2013-08-03,657.0,Saturday,5,8,2013,True,517.1428571428571,1.03352354047963,False
2013-08-04,681.0,Sunday,6,8,2013,True,514.4285714285714,1.172077774728754,False
2013-08-05,461.0,Monday,0,8,2013,False,521.1428571428571,-0.09800270588821558,False
2013-08-06,328.0,Tuesday,1,8,2013,False,517.5714285714286,-0.8658240873521108,False
2013-08-07,403.0,Wednesday,2,8,2013,False,493.7142857142857,-0.43284210532359846,False
2013-08-08,360.0,Thursday,3,8,2013,False,479.14285714285717,-0.6810851083532788,False
2013-08-09,347.0,Friday,4,8,2013,False,462.42857142857144,-0.7561353185715544,False
2013-08-10,570.0,Saturday,5,8,2013,True,450.0,0.5312644413265557,False
2013-08-11,662.0,Sunday,6,8,2013,True,447.2857142857143,1.0623890059481975,False
2013-08-12,423.0,Monday,0,8,2013,False,441.85714285714283,-0.3173802434493285,False
2013-08-13,405.0,Tuesday,1,8,2013,False,452.85714285714283,-0.4212959191361715,False
2013-08-14,454.0,Wednesday,2,8,2013,False,460.14285714285717,-0.13841435754421008,False
2013-08-15,339.0,Thursday,3,8,2013,False,457.14285714285717,-0.8023200633212624,False
2013-08-16,469.0,Friday,4,8,2013,False,474.57142857142856,-0.051817961138507604,False
2013-08-17,495.0,Saturday,5,8,2013,True,463.85714285714283,0.09828245929804334,False
2013-08-18,681.0,Sunday,6,8,2013,True,466.57142857142856,1.172077774728754,False
2013-08-19,376.0,Monday,0,8,2013,False,459.85714285714283,-0.5887156188538629,False
2013-08-20,338.0,Tuesday,1,8,2013,False,450.2857142857143,-0.8080931564149758,False
2013-08-21,330.0,Wednesday,2,8,2013,False,432.57142857142856,-0.8542779011646838,False
2013-08-22,358.0,Thursday,3,8,2013,False,435.2857142857143,-0.6926312945407059,False
2013-08-23,347.0,Friday,4,8,2013,False,417.85714285714283,-0.7561353185715544,False
2013-08-24,644.0,Saturday,5,8,2013,True,439.14285714285717,0.9584733302613545,False
2013-08-25,813.0,Sunday,6,8,2013,True,458.0,1.9341260630989356,False
2013-08-26,636.0,Monday,0,8,2013,False,495.14285714285717,0.9122885855116466,False
2013-08-27,386.0,Tuesday,1,8,2013,False,502.0,-0.5309846879167279,False
2013-08-28,613.0,Wednesday,2,8,2013,False,542.4285714285714,0.7795074443562361,False
2013-08-29,432.0,Thursday,3,8,2013,False,553.0,-0.265422405605907,False
2013-08-30,410.0,Friday,4,8,2013,False,562.0,-0.392430453667604,False
2013-08-31,493.0,Saturday,5,8,2013,True,540.4285714285714,0.08673627311061635,False
2013-09-01,711.0,Sunday,6,9,2013,True,525.8571428571429,1.3452705675401588,False
2013-09-02,583.0,Monday,0,9,2013,False,518.2857142857143,0.6063146515448312,False
2013-09-03,345.0,Tuesday,1,9,2013,False,512.4285714285714,-0.7676815047589813,False
2013-09-04,670.0,Wednesday,2,9,2013,False,520.5714285714286,1.1085737506979054,False
2013-09-05,331.0,Thursday,3,9,2013,False,506.14285714285717,-0.8485048080709703,False
2013-09-06,415.0,Friday,4,9,2013,False,506.85714285714283,-0.3635649881990365,False
2013-09-07,791.0,Saturday,5,9,2013,True,549.4285714285714,1.8071180150372388,False
2013-09-08,786.0,Sunday,6,9,2013,True,560.1428571428571,1.7782525495686712,False
2013-09-09,541.0,Monday,0,9,2013,False,554.1428571428571,0.36384474160886426,False
2013-09-10,342.0,Tuesday,1,9,2013,False,553.7142857142857,-0.7850007840401219,False
2013-09-11,435.0,Wednesday,2,9,2013,False,520.1428571428571,-0.24810312632476653,False
2013-09-12,621.0,Thursday,3,9,2013,False,561.5714285714286,0.8256921891059441,False
2013-09-13,323.0,Friday,4,9,2013,False,548.4285714285714,-0.8946895528206783,False
2013-09-14,632.0,Saturday,5,9,2013,True,525.7142857142857,0.8891962131367925,False
2013-09-15,710.0,Sunday,6,9,2013,True,514.8571428571429,1.3394974744464454,False
2013-09-16,524.0,Monday,0,9,2013,False,512.4285714285714,0.2657021590157348,False
2013-09-17,314.0,Tuesday,1,9,2013,False,508.42857142857144,-0.9466473906640998,False
2013-09-18,414.0,Wednesday,2,9,2013,False,505.42857142857144,-0.36933808129275,False
2013-09-19,372.0,Thursday,3,9,2013,False,469.85714285714283,-0.6118079912287169,False
2013-09-20,346.0,Friday,4,9,2013,False,473.14285714285717,-0.7619084116652679,False
2013-09-21,726.0,Saturday,5,9,2013,True,486.57142857142856,1.4318669639458614,False
2013-09-22,866.0,Sunday,6,9,2013,True,508.85714285714283,2.240099997065751,False
2013-09-23,516.0,Monday,0,9,2013,False,507.7142857142857,0.2195174142660268,False
2013-09-24,306.0,Tuesday,1,9,2013,False,506.57142857142856,-0.9928321354138078,False
2013-09-25,486.0,Wednesday,2,9,2013,False,516.8571428571429,0.046324621454621864,False
2013-09-26,428.0,Thursday,3,9,2013,False,524.8571428571429,-0.28851477798076103,False
2013-09-27,370.0,Friday,4,9,2013,False,528.2857142857143,-0.6233541774161439,False
2013-09-28,609.0,Saturday,5,9,2013,True,511.57142857142856,0.7564150719813821,False
2013-09-29,764.0,Sunday,6,9,2013,True,497.0,1.6512445015069743,False
2013-09-30,416.0,Monday,0,9,2013,False,482.7142857142857,-0.357791895105323,False
2013-10-01,336.0,Tuesday,1,10,2013,False,487.0,-0.8196393426024028,False
2013-10-02,407.0,Wednesday,2,10,2013,False,475.7142857142857,-0.40974973294874445,False
2013-10-03,303.0,Thursday,3,10,2013,False,457.85714285714283,-1.0101514146949482,False
2013-10-04,550.0,Friday,4,10,2013,False,483.57142857142856,0.4158025794522857,False
2013-10-05,678.0,Saturday,5,10,2013,True,493.42857142857144,1.1547584954476136,False
2013-10-06,719.0,Sunday,6,10,2013,True,487.0,1.391455312289867,False
2013-10-07,515.0,Monday,0,10,2013,False,501.14285714285717,0.21374432117231332,False
2013-10-08,346.0,Tuesday,1,10,2013,False,502.57142857142856,-0.7619084116652679,False
2013-10-09,601.0,Wednesday,2,10,2013,False,530.2857142857143,0.7102303272316741,False
2013-10-10,277.0,Thursday,3,10,2013,False,526.5714285714286,-1.1602518351314992,False
2013-10-11,221.0,Friday,4,10,2013,False,479.57142857142856,-1.483545048379455,False
2013-10-12,558.0,Saturday,5,10,2013,True,462.42857142857144,0.46198732420199373,False
2013-10-13,485.0,Sunday,6,10,2013,True,429.0,0.04055152836090837,False
2013-10-14,276.0,Monday,0,10,2013,False,394.85714285714283,-1.1660249282252126,False
2013-10-15,345.0,Tuesday,1,10,2013,False,394.7142857142857,-0.7676815047589813,False
2013-10-16,396.0,Wednesday,2,10,2013,False,365.42857142857144,-0.47325375697959293,False
2013-10-17,329.0,Thursday,3,10,2013,False,372.85714285714283,-0.8600509942583974,False
2013-10-18,427.0,Friday,4,10,2013,False,402.2857142857143,-0.2942878710744745,False
2013-10-19,737.0,Saturday,5,10,2013,True,427.85714285714283,1.4953709879767099,False
2013-10-20,904.0,Sunday,6,10,2013,True,487.7142857142857,2.459477534626864,False
2013-10-21,394.0,Monday,0,10,2013,False,504.57142857142856,-0.48479994316701996,False
2013-10-22,351.0,Tuesday,1,10,2013,False,505.42857142857144,-0.7330429461967004,False
2013-10-23,310.0,Wednesday,2,10,2013,False,493.14285714285717,-0.9697397630389538,False
2013-10-24,384.0,Thursday,3,10,2013,False,501.0,-0.5425308741041549,False
2013-10-25,297.0,Friday,4,10,2013,False,482.42857142857144,-1.0447899732572292,False
2013-10-26,531.0,Saturday,5,10,2013,True,453.0,0.30611381067172927,False
2013-10-27,801.0,Sunday,6,10,2013,True,438.2857142857143,1.8648489459743738,False
2013-10-28,297.0,Monday,0,10,2013,False,424.42857142857144,-1.0447899732572292,False
2013-10-29,352.0,Tuesday,1,10,2013,False,424.57142857142856,-0.7272698531029869,False
2013-10-30,497.0,Wednesday,2,10,2013,False,451.2857142857143,0.10982864548547035,False
2013-10-31,224.0,Thursday,3,10,2013,False,428.42857142857144,-1.4662257690983147,False
2013-11-01,375.0,Friday,4,11,2013,False,439.57142857142856,-0.5944887119475765,False
2013-11-02,549.0,Saturday,5,11,2013,True,442.14285714285717,0.4100294863585722,False
2013-11-03,860.0,Sunday,6,11,2013,True,450.57142857142856,2.20546143850347,False
2013-11-04,406.0,Monday,0,11,2013,False,466.14285714285717,-0.415522826042458,False
2013-11-05,475.0,Tuesday,1,11,2013,False,483.7142857142857,-0.017179402576226615,False
2013-11-06,295.0,Wednesday,2,11,2013,False,454.85714285714283,-1.0563361594446563,False
2013-11-07,389.0,Thursday,3,11,2013,False,478.42857142857144,-0.5136654086355874,False
2013-11-08,379.0,Friday,4,11,2013,False,479.0,-0.5713963395727224,False
2013-11-09,644.0,Saturday,5,11,2013,True,492.57142857142856,0.9584733302613545,False
2013-11-10,695.0,Sunday,6,11,2013,True,469.0,1.252901078040743,False
2013-11-11,612.0,Monday,0,11,2013,False,498.42857142857144,0.7737343512625227,False
2013-11-12,314.0,Tuesday,1,11,2013,False,475.42857142857144,-0.9466473906640998,False
2013-11-13,343.0,Wednesday,2,11,2013,False,482.2857142857143,-0.7792276909464083,False
2013-11-14,295.0,Thursday,3,11,2013,False,468.85714285714283,-1.0563361594446563,False
2013-11-15,400.0,Friday,4,11,2013,False,471.85714285714283,-0.450161384604739,False
