date,unit_sales,xgb_prediction,error,abs_error,residual
2014-02-20,296.0,412.04187,-116.0418701171875,116.0418701171875,-116.0418701171875
2014-02-21,393.0,392.4552,0.5447998046875,0.5447998046875,0.5447998046875
2014-02-22,809.0,550.9155,258.08447265625,258.08447265625,258.08447265625
2014-02-23,714.0,705.45404,8.54595947265625,8.54595947265625,8.54595947265625
2014-02-24,338.0,450.98773,-112.98773193359375,112.98773193359375,-112.98773193359375
2014-02-25,453.0,441.68573,11.31427001953125,11.31427001953125,11.31427001953125
2014-02-26,388.0,386.85315,1.1468505859375,1.1468505859375,1.1468505859375
2014-02-27,587.0,357.9154,229.0845947265625,229.0845947265625,229.0845947265625
2014-02-28,346.0,396.90945,-50.909454345703125,50.909454345703125,-50.909454345703125
2014-03-01,714.0,616.5548,97.4451904296875,97.4451904296875,97.4451904296875
2014-03-02,410.0,703.18207,-293.18206787109375,293.18206787109375,-293.18206787109375
2014-03-03,408.0,424.88672,-16.88671875,16.88671875,-16.88671875
2014-03-04,648.0,429.9083,218.09170532226562,218.09170532226562,218.09170532226562
2014-03-05,367.0,444.6827,-77.68270874023438,77.68270874023438,-77.68270874023438
2014-03-06,492.0,356.425,135.57501220703125,135.57501220703125,135.57501220703125
2014-03-07,410.0,418.34265,-8.3426513671875,8.3426513671875,-8.3426513671875
2014-03-08,572.0,610.87665,-38.87664794921875,38.87664794921875,-38.87664794921875
2014-03-09,731.0,595.7655,135.2344970703125,135.2344970703125,135.2344970703125
2014-03-10,437.0,418.8794,18.12060546875,18.12060546875,18.12060546875
2014-03-11,509.0,439.91156,69.08843994140625,69.08843994140625,69.08843994140625
2014-03-12,317.0,389.72302,-72.7230224609375,72.7230224609375,-72.7230224609375
2014-03-13,254.0,420.85037,-166.85037231445312,166.85037231445312,-166.85037231445312
2014-03-14,243.0,429.0857,-186.085693359375,186.085693359375,-186.085693359375
2014-03-15,535.0,576.7388,-41.73876953125,41.73876953125,-41.73876953125
2014-03-16,726.0,592.65063,133.349365234375,133.349365234375,133.349365234375
2014-03-17,285.0,427.50266,-142.50265502929688,142.50265502929688,-142.50265502929688
2014-03-18,353.0,429.41547,-76.41546630859375,76.41546630859375,-76.41546630859375
2014-03-19,346.0,423.79358,-77.7935791015625,77.7935791015625,-77.7935791015625
2014-03-20,139.0,423.72043,-284.7204284667969,284.7204284667969,-284.7204284667969
2014-03-21,456.0,454.72498,1.2750244140625,1.2750244140625,1.2750244140625
2014-03-22,567.0,626.9639,-59.96392822265625,59.96392822265625,-59.96392822265625
2014-03-23,603.0,625.6549,-22.6549072265625,22.6549072265625,-22.6549072265625
2014-03-24,371.0,413.93173,-42.931732177734375,42.931732177734375,-42.931732177734375
2014-03-25,392.0,430.8917,-38.891693115234375,38.891693115234375,-38.891693115234375
2014-03-26,432.0,369.2563,62.74371337890625,62.74371337890625,62.74371337890625
2014-03-27,328.0,372.9842,-44.98419189453125,44.98419189453125,-44.98419189453125
2014-03-28,523.0,387.0046,135.99539184570312,135.99539184570312,135.99539184570312
2014-03-29,647.0,681.37744,-34.37744140625,34.37744140625,-34.37744140625
2014-03-30,599.0,755.012,-156.01202392578125,156.01202392578125,-156.01202392578125
2014-03-31,415.0,411.1219,3.87811279296875,3.87811279296875,3.87811279296875
