date,unit_sales,day_of_week,day_number,month,year,is_weekend,rolling_7d,zscore,is_outlier,dcoilwtico,is_national_holiday,is_regional_holiday,is_local_holiday,is_holiday,day,quarter,week_of_year,is_month_start,is_month_end,lag_1,lag_7,lag_14,lag_30,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,oil_lag_1,oil_lag_7,oil_rolling_7d_mean
2013-02-17,395.0,Sunday,6,2,2013,1,386.8571428571428,-0.4790268500733065,False,95.95,0,0,0,0,17,1,7,0,0,576.0,356.0,855.0,60.0,381.2857142857143,404.85714285714283,460.1,111.06711827496277,95.95,95.71,96.63285714285715
2013-02-18,417.0,Monday,0,2,2013,0,388.2857142857143,-0.3520188020116095,False,96.32,0,0,0,0,18,1,8,0,0,395.0,407.0,411.0,667.0,386.85714285714283,372.0,471.26666666666665,110.56435316355811,95.95,97.01,96.66714285714285
2013-02-19,244.0,Tuesday,1,2,2013,0,356.1428571428572,-1.3507639072240447,False,96.69,0,0,0,0,19,1,8,0,0,417.0,469.0,272.0,1090.0,388.2857142857143,372.42857142857144,462.93333333333334,110.93198259250835,96.32,97.48,96.56857142857143
2013-02-20,339.0,Wednesday,2,2,2013,0,365.0,-0.8023200633212624,False,94.92,0,0,0,0,20,1,8,0,0,244.0,277.0,461.0,760.0,356.14285714285717,370.42857142857144,434.73333333333335,116.12267733081241,96.69,97.03,96.45571428571428
2013-02-21,457.0,Thursday,3,2,2013,0,390.2857142857143,-0.1210950782630695,False,92.79,0,0,0,0,21,1,8,0,0,339.0,280.0,397.0,461.0,365.0,361.7142857142857,420.7,111.3463066293615,94.92,97.3,96.15428571428572
2013-02-22,186.0,Friday,4,2,2013,0,373.4285714285714,-1.6856033066594276,False,93.12,0,0,0,0,22,1,8,0,0,457.0,304.0,226.0,413.0,390.2857142857143,366.0,420.56666666666666,108.89706804396181,92.79,95.95,95.50999999999999
2013-02-23,497.0,Saturday,5,2,2013,1,362.1428571428572,0.1098286454854703,False,93.12,0,0,0,0,23,1,8,0,0,186.0,576.0,377.0,326.0,373.42857142857144,363.14285714285717,413.0,131.30734574889118,93.12,95.95,95.10571428571428
2013-02-24,509.0,Sunday,6,2,2013,1,378.4285714285714,0.1791057626100323,False,93.12,0,0,0,0,24,1,8,0,0,497.0,395.0,356.0,389.0,362.14285714285717,371.7142857142857,418.7,113.13182365634046,93.12,95.95,94.70142857142856
2013-02-25,441.0,Monday,0,2,2013,0,381.8571428571428,-0.2134645677624855,False,92.74,0,0,0,0,25,1,9,0,0,509.0,417.0,407.0,697.0,378.42857142857144,382.64285714285717,422.7,126.11087336527406,93.12,96.32,94.29714285714286
2013-02-26,550.0,Tuesday,1,2,2013,0,425.57142857142856,0.4158025794522857,False,92.63,0,0,0,0,26,1,9,0,0,441.0,244.0,469.0,616.0,381.85714285714283,385.07142857142856,414.1666666666667,127.65112425595528,92.74,96.69,93.78571428571429
2013-02-27,388.0,Wednesday,2,2,2013,0,432.57142857142856,-0.519438501729301,False,92.84,0,0,0,0,27,1,9,0,0,550.0,339.0,277.0,318.0,425.57142857142856,390.85714285714283,411.96666666666664,124.93979502525303,92.63,94.92,93.2057142857143
2013-02-28,316.0,Thursday,3,2,2013,0,412.4285714285714,-0.9351012044766728,False,92.03,0,0,0,0,28,1,9,0,1,388.0,457.0,280.0,393.0,432.57142857142856,398.7857142857143,414.3,120.5775782679029,92.84,92.79,92.90857142857143
2013-03-01,305.0,Friday,4,3,2013,0,429.4285714285714,-0.9986052285075212,False,90.71,0,0,0,0,1,1,9,1,0,316.0,186.0,304.0,487.0,412.42857142857144,401.35714285714283,411.73333333333335,127.40075502504773,92.03,93.12,92.8
2013-03-02,627.0,Saturday,5,3,2013,1,448.0,0.860330747668225,False,90.71,0,0,1,1,2,1,9,0,0,305.0,497.0,576.0,282.0,429.42857142857144,401.42857142857144,405.6666666666667,96.2927085208718,90.71,93.12,92.4557142857143
2013-03-03,853.0,Sunday,6,3,2013,1,497.1428571428572,2.165049786847476,False,90.71,0,0,0,0,3,1,9,0,0,627.0,509.0,395.0,401.0,448.0,405.07142857142856,417.1666666666667,120.89113560003707,90.71,93.12,92.11142857142856
2013-03-04,554.0,Monday,0,3,2013,0,513.2857142857143,0.4388949518271397,False,90.13,0,0,0,0,4,1,10,0,0,853.0,441.0,417.0,775.0,497.14285714285717,437.7857142857143,432.23333333333335,196.25105398564395,90.71,92.74,91.76714285714286
2013-03-05,487.0,Tuesday,1,3,2013,0,504.2857142857143,0.0520977145483353,False,90.88,0,0,0,0,5,1,10,0,0,554.0,550.0,244.0,855.0,513.2857142857143,447.57142857142856,424.8666666666667,195.5093469937044,90.13,92.63,91.39428571428572
2013-03-06,458.0,Wednesday,2,3,2013,0,514.2857142857143,-0.115321985169356,False,90.47,0,0,0,0,6,1,10,0,0,487.0,388.0,339.0,411.0,504.2857142857143,464.92857142857144,412.6,194.98693484924755,90.88,92.84,91.14428571428572
2013-03-07,566.0,Thursday,3,3,2013,0,550.0,0.5081720689517017,False,91.53,0,0,0,0,7,1,10,0,0,458.0,316.0,457.0,272.0,514.2857142857143,473.42857142857144,414.1666666666667,189.75397605470982,90.47,92.03,90.80571428571429
2013-03-08,361.0,Friday,4,3,2013,0,558.0,-0.6753120152595654,False,92.01,0,0,0,0,8,1,10,0,0,566.0,305.0,186.0,461.0,550.0,481.2142857142857,423.96666666666664,168.55661758985713,91.53,90.71,90.73428571428572
2013-03-09,549.0,Saturday,5,3,2013,1,546.8571428571429,0.4100294863585722,False,92.01,0,0,0,0,9,1,10,0,0,361.0,627.0,497.0,397.0,558.0,493.7142857142857,420.6333333333333,155.83966119059681,92.01,90.71,90.91999999999999
2013-03-10,591.0,Sunday,6,3,2013,1,509.4285714285714,0.6524993962945391,False,92.01,0,0,0,0,10,1,10,0,0,549.0,853.0,509.0,226.0,546.8571428571429,497.42857142857144,425.7,152.84352409291947,92.01,90.71,91.10571428571428
2013-03-11,296.0,Monday,0,3,2013,0,472.57142857142856,-1.0505630663509429,False,92.07,0,0,0,0,11,1,11,0,0,591.0,554.0,441.0,377.0,509.42857142857144,503.2857142857143,437.8666666666667,80.19321904595382,92.01,90.13,91.29142857142857
2013-03-12,213.0,Tuesday,1,3,2013,0,433.4285714285714,-1.5297297931291631,False,92.44,0,0,0,0,12,1,11,0,0,296.0,487.0,550.0,356.0,472.57142857142856,492.92857142857144,435.1666666666667,110.0315971934984,92.07,90.88,91.56857142857143
2013-03-13,620.0,Wednesday,2,3,2013,0,456.57142857142856,0.8199190960122306,False,92.47,0,0,0,0,13,1,11,0,0,213.0,458.0,388.0,407.0,433.42857142857144,468.85714285714283,430.4,146.67748877822243,92.44,90.47,91.79142857142857
2013-03-14,388.0,Thursday,3,3,2013,0,431.1428571428572,-0.519438501729301,False,93.03,0,0,0,0,14,1,11,0,0,620.0,566.0,316.0,469.0,456.57142857142856,485.42857142857144,437.5,163.06528052987122,92.47,91.53,92.07714285714285
2013-03-15,240.0,Friday,4,3,2013,0,413.8571428571428,-1.3738562795988989,False,93.49,0,0,0,0,15,1,11,0,0,388.0,361.0,305.0,277.0,431.14285714285717,490.57142857142856,434.8,156.9197550463592,93.03,92.01,92.29142857142857
2013-03-16,779.0,Saturday,5,3,2013,1,446.7142857142857,1.7378408979126767,False,93.49,0,0,0,0,16,1,11,0,0,240.0,549.0,627.0,280.0,413.85714285714283,485.92857142857144,433.56666666666666,171.8850668047577,93.49,92.01,92.50285714285714
2013-03-17,695.0,Sunday,6,3,2013,1,461.57142857142856,1.252901078040743,False,93.49,0,0,0,0,17,1,11,0,0,779.0,591.0,853.0,304.0,446.7142857142857,496.7857142857143,450.2,217.85906322338602,93.49,92.01,92.71428571428571
2013-03-18,465.0,Monday,0,3,2013,0,485.7142857142857,-0.0749103335133616,False,93.71,0,0,0,0,18,1,12,0,0,695.0,296.0,554.0,576.0,461.57142857142856,485.5,463.23333333333335,232.39969674597026,93.49,92.07,92.92571428571429
2013-03-19,418.0,Tuesday,1,3,2013,0,515.0,-0.346245708917896,False,92.44,0,0,0,0,19,1,12,0,0,465.0,213.0,487.0,395.0,485.7142857142857,479.14285714285717,459.53333333333336,220.8224885028048,93.71,92.44,93.15999999999998
2013-03-20,522.0,Wednesday,2,3,2013,0,501.0,0.2541559728283078,False,93.21,0,0,0,0,20,1,12,0,0,418.0,620.0,458.0,417.0,515.0,474.2142857142857,460.3,190.08068462278493,92.44,92.47,93.16
2013-03-21,241.0,Thursday,3,3,2013,0,480.0,-1.3680831865051852,False,92.46,0,0,0,0,21,1,12,0,0,522.0,388.0,566.0,244.0,501.0,478.7857142857143,463.8,184.5878291401321,93.21,93.03,93.26571428571428
2013-03-22,353.0,Friday,4,3,2013,0,496.1428571428572,-0.7214967600092733,False,93.41,0,0,0,0,22,1,12,0,0,241.0,240.0,361.0,339.0,480.0,455.57142857142856,463.7,206.63171747499604,92.46,93.49,93.1842857142857
2013-03-23,544.0,Saturday,5,3,2013,1,462.57142857142856,0.3811640208900047,False,93.41,0,0,0,0,23,1,12,0,0,353.0,779.0,549.0,457.0,496.14285714285717,455.0,464.1666666666667,188.36350369381395,93.41,93.49,93.17285714285715
2013-03-24,529.0,Sunday,6,3,2013,1,438.8571428571428,0.2945676244843023,False,93.41,0,0,0,0,24,1,12,0,0,544.0,695.0,591.0,186.0,462.57142857142856,454.64285714285717,467.06666666666666,145.64666965280142,93.41,93.49,93.16142857142857
2013-03-25,413.0,Monday,0,3,2013,0,431.4285714285714,-0.3751111743864634,False,94.55,0,0,0,0,25,1,13,0,0,529.0,465.0,296.0,497.0,438.85714285714283,450.2142857142857,478.5,110.8533995440647,93.41,93.71,93.14999999999999
2013-03-26,300.0,Tuesday,1,3,2013,0,414.57142857142856,-1.0274706939760887,False,95.99,0,0,0,0,26,1,13,0,0,413.0,418.0,213.0,509.0,431.42857142857144,458.57142857142856,475.7,110.55143168507088,94.55,92.44,93.26999999999998
2013-03-27,353.0,Wednesday,2,3,2013,0,390.4285714285714,-0.7214967600092733,False,96.53,0,0,0,0,27,1,13,0,0,300.0,522.0,620.0,441.0,414.57142857142856,464.7857142857143,468.73333333333335,121.40408716741048,95.99,93.21,93.77714285714285
2013-03-28,594.0,Thursday,3,3,2013,0,440.8571428571428,0.6698186755756796,False,97.24,0,0,0,0,28,1,13,0,0,353.0,241.0,388.0,550.0,390.42857142857144,445.7142857142857,465.8,112.99241441037314,96.53,92.46,94.25142857142858
2013-03-29,575.0,Friday,4,3,2013,0,472.57142857142856,0.5601299067951232,False,97.16999999999999,0,0,0,0,29,1,13,0,0,594.0,353.0,240.0,388.0,440.85714285714283,460.42857142857144,467.26666666666665,113.95529616393168,97.24,93.41,94.9342857142857
2013-03-30,577.0,Saturday,5,3,2013,1,477.2857142857143,0.5716760929825502,False,97.16999999999999,0,0,0,0,30,1,13,0,0,575.0,544.0,779.0,316.0,472.57142857142856,484.35714285714283,473.5,116.29682876567306,97.16999999999999,93.41,95.47142857142856
2013-03-31,643.0,Sunday,6,3,2013,1,493.57142857142856,0.9527002371676412,False,97.16999999999999,0,0,0,0,31,1,13,0,1,577.0,529.0,695.0,305.0,477.2857142857143,469.92857142857144,482.2,120.27567540961056,97.16999999999999,93.41,96.00857142857141
2013-04-01,431.0,Monday,0,4,2013,0,496.1428571428572,-0.2711954986996205,False,97.1,0,1,0,1,1,2,14,1,0,643.0,413.0,465.0,627.0,493.57142857142856,466.2142857142857,493.46666666666664,135.23295597210137,97.16999999999999,94.55,96.54571428571428
2013-04-02,527.0,Tuesday,1,4,2013,0,528.5714285714286,0.2830214382968752,False,97.23,0,0,0,0,2,2,14,0,0,431.0,300.0,418.0,853.0,496.14285714285717,463.7857142857143,486.93333333333334,133.60692169124118,97.1,95.99,96.91
2013-04-03,463.0,Wednesday,2,4,2013,0,544.2857142857143,-0.0864565197007885,False,95.02,0,0,0,0,3,2,14,0,0,527.0,353.0,522.0,554.0,528.5714285714286,471.57142857142856,476.06666666666666,101.83623641719593,97.23,96.53,97.08714285714287
2013-04-04,305.0,Thursday,3,4,2013,0,503.0,-0.9986052285075212,False,93.26,0,0,0,0,4,2,14,0,0,463.0,594.0,241.0,487.0,544.2857142857143,467.35714285714283,473.03333333333336,75.24341451962046,95.02,97.24,96.87142857142855
2013-04-05,415.0,Friday,4,4,2013,0,480.1428571428572,-0.3635649881990365,False,92.76,0,0,0,0,5,2,14,0,0,305.0,575.0,353.0,458.0,503.0,471.92857142857144,466.96666666666664,113.15476127852483,93.26,97.16999999999999,96.30285714285715
2013-04-06,972.0,Saturday,5,4,2013,1,536.5714285714286,2.8520478649993817,False,92.76,0,0,0,0,6,2,14,0,0,415.0,577.0,544.0,566.0,480.14285714285717,476.35714285714283,465.53333333333336,112.34385989960809,92.76,97.16999999999999,95.67285714285713
2013-04-07,936.0,Sunday,6,4,2013,1,578.4285714285714,2.644216513625696,False,92.76,0,0,0,0,7,2,14,0,0,972.0,643.0,529.0,361.0,536.5714285714286,506.92857142857144,479.06666666666666,218.31922891556232,92.76,97.16999999999999,95.04285714285713
2013-04-08,369.0,Monday,0,4,2013,0,569.5714285714286,-0.6291272705098574,False,93.36,0,0,0,0,8,2,15,0,0,936.0,431.0,413.0,549.0,578.4285714285714,536.0,498.23333333333335,265.1828659264252,92.76,97.1,94.41285714285713
2013-04-09,458.0,Tuesday,1,4,2013,0,559.7142857142857,-0.115321985169356,False,94.18,0,0,0,0,9,2,15,0,0,369.0,527.0,300.0,591.0,569.5714285714286,532.8571428571429,492.23333333333335,271.8785618266957,93.36,97.23,93.87857142857142
2013-04-10,386.0,Wednesday,2,4,2013,0,548.7142857142857,-0.5309846879167279,False,94.59,0,0,0,0,10,2,15,0,0,458.0,463.0,353.0,296.0,559.7142857142857,544.1428571428571,487.8,274.91314645763686,94.18,95.02,93.44285714285715
2013-04-11,235.0,Thursday,3,4,2013,0,538.7142857142857,-1.402721745067466,False,93.44,0,0,0,0,11,2,15,0,0,386.0,305.0,594.0,213.0,548.7142857142857,546.5,490.8,280.90313531281816,94.59,93.26,93.38142857142859
2013-04-12,358.0,Friday,4,4,2013,0,530.5714285714286,-0.6926312945407059,False,91.23,0,0,1,1,12,2,15,0,0,235.0,415.0,575.0,620.0,538.7142857142857,520.8571428571429,491.53333333333336,292.0500609403088,93.44,92.76,93.40714285714286
2013-04-13,789.0,Saturday,5,4,2013,1,504.4285714285714,1.7955718288498117,False,91.23,0,0,0,0,13,2,15,0,0,358.0,972.0,577.0,388.0,530.5714285714286,505.35714285714283,482.8,296.82983741691527,91.23,92.76,93.18857142857144
2013-04-14,506.0,Sunday,6,4,2013,1,443.0,0.1617864833288918,False,91.23,0,0,1,1,14,2,15,0,0,789.0,936.0,643.0,240.0,504.42857142857144,520.5,496.1666666666667,256.83643117936424,91.23,92.76,92.97000000000001
2013-04-15,413.0,Monday,0,4,2013,0,449.2857142857143,-0.3751111743864634,False,88.75,0,0,0,0,15,2,16,0,0,506.0,369.0,431.0,779.0,443.0,510.7142857142857,505.03333333333336,174.7016504405911,91.23,93.36,92.75142857142859
2013-04-16,372.0,Tuesday,1,4,2013,0,437.0,-0.6118079912287169,False,88.73,0,0,0,0,16,2,16,0,0,413.0,458.0,527.0,695.0,449.2857142857143,509.42857142857144,492.8333333333333,172.37141515316452,88.75,94.18,92.09285714285716
2013-04-17,400.0,Wednesday,2,4,2013,0,439.0,-0.450161384604739,False,86.65,0,0,0,0,17,2,16,0,0,372.0,386.0,463.0,465.0,437.0,498.35714285714283,482.06666666666666,174.69592630243693,88.73,94.59,91.31428571428572
2013-04-18,283.0,Thursday,3,4,2013,0,445.8571428571428,-1.1256132765692182,False,87.83,0,0,0,0,18,2,16,0,0,400.0,235.0,305.0,418.0,439.0,493.85714285714283,479.9,174.09384442497236,86.65,93.44,90.18000000000002
2013-04-19,376.0,Friday,4,4,2013,0,448.4285714285714,-0.5887156188538629,False,88.04,0,0,0,0,19,2,16,0,0,283.0,358.0,415.0,522.0,445.85714285714283,492.2857142857143,475.4,165.45032343216906,87.83,91.23,89.37857142857142
2013-04-20,647.0,Saturday,5,4,2013,1,428.1428571428572,0.975792609542495,False,88.04,0,0,0,0,20,2,16,0,0,376.0,789.0,972.0,241.0,448.42857142857144,489.5,470.53333333333336,163.99070821528946,88.04,91.23,88.92285714285715
2013-04-21,683.0,Sunday,6,4,2013,1,453.4285714285714,1.183623960916181,False,88.04,0,0,1,1,21,2,16,0,0,647.0,506.0,936.0,353.0,428.14285714285717,466.2857142857143,484.06666666666666,116.8466638682622,88.04,91.23,88.46714285714286
2013-04-22,408.0,Monday,0,4,2013,0,452.7142857142857,-0.4039766398550309,False,88.81,0,0,0,0,22,2,17,0,0,683.0,413.0,369.0,544.0,453.42857142857144,448.2142857142857,495.06666666666666,150.7391313305392,88.04,88.75,88.01142857142857
2013-04-23,400.0,Tuesday,1,4,2013,0,456.7142857142857,-0.450161384604739,False,89.21,0,0,0,0,23,2,17,0,0,408.0,372.0,458.0,529.0,452.7142857142857,451.0,490.53333333333336,150.97429614089256,88.81,88.73,88.02
2013-04-24,493.0,Wednesday,2,4,2013,0,470.0,0.0867362731106163,False,91.07,0,0,0,0,24,2,17,0,0,400.0,400.0,386.0,413.0,456.7142857142857,446.85714285714283,486.23333333333335,148.8351596965737,89.21,86.65,88.08857142857144
2013-04-25,219.0,Thursday,3,4,2013,0,460.8571428571428,-1.495091234566882,False,93.27,0,0,0,0,25,2,17,0,0,493.0,283.0,235.0,300.0,470.0,454.5,488.9,147.0691447358459,91.07,87.83,88.72
2013-04-26,491.0,Friday,4,4,2013,0,477.2857142857143,0.0751900869231893,False,92.63,0,0,0,0,26,2,17,0,0,219.0,376.0,358.0,353.0,460.85714285714283,453.35714285714283,486.2,161.87590779300473,93.27,88.04,89.49714285714286
2013-04-27,755.0,Saturday,5,4,2013,1,492.7142857142857,1.5992866636635528,False,92.63,0,0,0,0,27,2,17,0,0,491.0,647.0,789.0,594.0,477.2857142857143,462.85714285714283,490.8,157.6078617811877,92.63,88.04,90.15285714285713
2013-04-28,719.0,Sunday,6,4,2013,1,497.8571428571428,1.391455312289867,False,92.63,0,0,0,0,28,2,17,0,0,755.0,683.0,506.0,575.0,492.7142857142857,460.42857142857144,496.1666666666667,180.59966250034353,92.63,88.04,90.80857142857143
2013-04-29,411.0,Monday,0,4,2013,0,498.2857142857143,-0.3866573605738905,False,94.09,1,0,0,1,29,2,18,0,0,719.0,408.0,413.0,577.0,497.85714285714283,475.64285714285717,500.96666666666664,187.3093951829684,92.63,88.81,91.4642857142857
2013-04-30,369.0,Tuesday,1,4,2013,0,493.8571428571428,-0.6291272705098574,False,93.22,0,0,0,0,30,2,18,0,1,411.0,400.0,372.0,643.0,498.2857142857143,475.5,495.43333333333334,187.0728149551345,94.09,89.21,92.21857142857142
2013-05-01,705.0,Wednesday,2,5,2013,0,524.1428571428571,1.310632008977878,False,90.74,1,0,0,1,1,2,18,1,0,369.0,493.0,400.0,431.0,493.85714285714283,475.2857142857143,486.3,190.12927932631197,93.22,91.07,92.79142857142857
2013-05-02,327.0,Thursday,3,5,2013,0,539.5714285714286,-0.8715971804458243,False,93.7,0,0,0,0,2,2,18,0,0,705.0,219.0,283.0,527.0,524.1428571428571,497.07142857142856,495.43333333333334,206.17745477414064,90.74,93.27,92.74428571428572
2013-05-03,350.0,Friday,4,5,2013,0,519.4285714285714,-0.7388160392904138,False,95.25,0,0,0,0,3,2,18,0,0,327.0,491.0,376.0,463.0,539.5714285714286,500.2142857142857,488.76666666666665,182.18201259807643,93.7,92.63,92.80571428571429
2013-05-04,774.0,Saturday,5,5,2013,1,522.1428571428571,1.708975432444109,False,95.25,0,0,0,0,4,2,18,0,0,350.0,755.0,647.0,305.0,519.4285714285714,498.35714285714283,485.0,195.73779837907048,95.25,92.63,93.17999999999999
2013-05-05,715.0,Sunday,6,5,2013,1,521.5714285714286,1.368362939915013,False,95.25,0,0,0,0,5,2,18,0,0,774.0,719.0,683.0,415.0,522.1428571428571,507.42857142857144,500.6333333333333,199.64170286743567,95.25,92.63,93.55428571428571
2013-05-06,416.0,Monday,0,5,2013,0,522.2857142857143,-0.357791895105323,False,95.8,0,0,0,0,6,2,19,0,0,715.0,411.0,408.0,972.0,521.5714285714286,509.7142857142857,510.6333333333333,198.98899227751014,95.25,94.09,93.92857142857143
2013-05-07,351.0,Tuesday,1,5,2013,0,519.7142857142857,-0.7330429461967004,False,95.28,0,0,0,0,7,2,19,0,0,416.0,369.0,400.0,936.0,522.2857142857143,510.2857142857143,492.1,198.53439188690888,95.8,93.22,94.17285714285715
2013-05-08,418.0,Wednesday,2,5,2013,0,478.7142857142857,-0.346245708917896,False,96.24,0,0,0,0,8,2,19,0,0,351.0,705.0,493.0,369.0,519.7142857142857,506.7857142857143,472.6,200.9524937936942,95.28,90.74,94.46714285714286
2013-05-09,323.0,Thursday,3,5,2013,0,478.1428571428572,-0.8946895528206783,False,96.09,0,0,0,0,9,2,19,0,0,418.0,327.0,219.0,458.0,478.7142857142857,501.42857142857144,474.23333333333335,185.5350050401217,96.24,93.7,95.25285714285714
2013-05-10,318.0,Friday,4,5,2013,0,473.57142857142856,-0.9235550182892458,False,95.81,0,0,0,0,10,2,19,0,0,323.0,350.0,491.0,386.0,478.14285714285717,508.85714285714283,469.73333333333335,186.0854898260727,96.09,95.25,95.59428571428573
2013-05-11,666.0,Saturday,5,5,2013,1,458.1428571428572,1.0854813783230517,False,95.81,1,0,0,1,11,2,19,0,0,318.0,774.0,755.0,235.0,473.57142857142856,496.5,467.46666666666664,190.10773887707006,95.81,95.25,95.67428571428572
2013-05-12,548.0,Sunday,6,5,2013,1,434.2857142857143,0.4042563932648587,False,95.81,1,0,1,1,12,2,19,0,0,666.0,715.0,719.0,358.0,458.14285714285717,490.14285714285717,481.8333333333333,164.29184253580385,95.81,95.25,95.75428571428571
2013-05-13,331.0,Monday,0,5,2013,0,422.1428571428572,-0.8485048080709703,False,94.76,0,0,0,0,13,2,20,0,0,548.0,416.0,411.0,789.0,434.2857142857143,477.92857142857144,488.1666666666667,129.141671928821,95.81,95.8,95.83428571428571
2013-05-14,409.0,Tuesday,1,5,2013,0,430.4285714285714,-0.3982035467613175,False,93.96,0,0,0,0,14,2,20,0,0,331.0,351.0,369.0,506.0,422.14285714285717,472.2142857142857,472.9,135.01040524274163,94.76,95.28,95.68571428571428
2013-05-15,471.0,Wednesday,2,5,2013,0,438.0,-0.0402717749510806,False,93.95,0,0,0,0,15,2,20,0,0,409.0,418.0,705.0,413.0,430.42857142857144,475.07142857142856,469.6666666666667,131.65467094240213,93.96,96.24,95.49714285714286
2013-05-16,252.0,Thursday,3,5,2013,0,427.8571428571428,-1.3045791624743366,False,94.85,0,0,0,0,16,2,20,0,0,471.0,323.0,327.0,372.0,438.0,458.35714285714283,471.6,132.34298873255992,93.95,96.09,95.16999999999999
2013-05-17,423.0,Friday,4,5,2013,0,442.8571428571428,-0.3173802434493285,False,95.72,0,0,0,0,17,2,20,0,0,252.0,318.0,350.0,400.0,427.85714285714283,453.0,467.6,144.76351816143455,94.85,95.81,94.99285714285713
